listenedAt,rated_emotion,precipitaProb,tMin,tMax,sunrise,sunset,day_length,isWorkDay,cloud_pct,temp,feels_like,humidity,min_temp,max_temp,wind_speed,music_valence,music_arousal,idWeatherType = Clear sky,idWeatherType = Cloudy (High cloud),idWeatherType = Partly cloudy,idWeatherType = Sunny intervals,idWeatherType = Frost,idWeatherType = Rain and thunderstorms,idWeatherType = Intermittent ligth rain,idWeatherType = Light rain,idWeatherType = Intermittent rain,idWeatherType = Snow showers,idWeatherType = Cloudy,idWeatherType = Rain and snow,idWeatherType = Showers/rain,idWeatherType = Fog,idWeatherType = Snow,idWeatherType = No information,idWeatherType = Rain/showers,idWeatherType = Thunderstorms,idWeatherType = Hail,idWeatherType = Light showers/rain,idWeatherType = Showers and thunderstorms,idWeatherType = Heavy showers/rain,idWeatherType = Cloudy ,idWeatherType = Mist,idWeatherType = Intermittent heavy rain,idWeatherType = Heavy rain/showers,idWeatherType = Drizzle,idWeatherType = Convective clouds,classWindSpeed = Moderate,classWindSpeed = Weak,classWindSpeed = Strong,classWindSpeed = Very,classPrecInt = No precipitation,classPrecInt = Strong,classPrecInt = Moderate,classPrecInt = Weak,timeOfDay = Afternoon,timeOfDay = Evening,timeOfDay = Morning,timeOfDay = Night,timeOfDay = Early Morning,initial_emotion = angry,initial_emotion = fear,initial_emotion = happy,initial_emotion = neutral,initial_emotion = sad,initial_emotion = surprise,initial_emotion = disgust,valence_last_emotion,arousal_last_emotion,valence_initial_emotion,arousal_initial_emotion
0.765,-0.682|-0.345,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.68,21.0,28.0,0.089,0.411,0.476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.263,0.416,0.424,0.566
0.767,-0.945|-0.364,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.68,20.0,27.0,0.089,0.496,0.508,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.275,0.41,0.234,0.712
0.863,0.936|0.596,0.0,0.5,0.671,0.212,0.839,0.626,1,0.4,0.586,0.586,0.78,19.0,21.0,0.075,0.568,0.516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.686,0.678,0.5,0.5
0.919,0.941|0.391,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.571,0.571,0.85,18.0,20.0,0.075,0.577,0.621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.688,0.646,0.412,0.523
0.506,-0.923|-0.251,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.757,0.66,21.0,32.0,0.036,0.427,0.494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.209,0.455,0.641,0.505
0.511,0.197|0.211,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.686,0.729,0.64,21.0,33.0,0.041,0.528,0.522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.527,0.568,0.511,0.615
0.513,-0.897|-0.251,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.757,0.66,21.0,32.0,0.036,0.458,0.498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.296,0.526,0.361,0.609
0.705,0.887|0.452,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.729,0.54,22.0,36.0,0.082,0.58,0.507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.722,0.765,0.508,0.514
0.725,-0.982|-0.293,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.729,0.54,22.0,36.0,0.075,0.511,0.478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.085,0.597,0.5,0.5
0.748,0.762|0.261,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.714,0.54,22.0,35.0,0.075,0.696,0.638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.524,0.704,0.16,0.528
0.751,-0.893|-0.368,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.714,0.54,22.0,35.0,0.075,0.502,0.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.107,0.417,0.179,0.549
0.754,-0.765|-0.625,0.0,0.514,0.743,0.212,0.839,0.626,1,0.03,0.729,0.743,0.5,22.0,34.0,0.065,0.522,0.558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.197,0.358,0.164,0.818
0.757,0.876|0.362,0.0,0.514,0.743,0.212,0.839,0.626,1,0.03,0.729,0.743,0.5,21.0,34.0,0.065,0.581,0.511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.551,0.614,0.241,0.715
0.762,0.915|0.521,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.714,0.51,21.0,34.0,0.075,0.593,0.501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.559,0.8,0.166,0.502
0.766,0.862|0.421,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.714,0.51,21.0,34.0,0.075,0.646,0.605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.627,0.738,0.167,0.836
0.767,0.124|0.792,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.714,0.51,21.0,34.0,0.075,0.626,0.617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.483,0.799,0.366,0.655
0.769,0.078|0.924,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.714,0.51,21.0,34.0,0.075,0.529,0.519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.451,0.85,0.433,0.573
0.773,-0.794|-0.451,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.7,0.51,21.0,33.0,0.075,0.536,0.554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.222,0.449,0.16,0.835
0.775,-0.152|-0.092,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.7,0.51,21.0,33.0,0.075,0.546,0.503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.443,0.571,0.165,0.585
0.778,-0.825|-0.321,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.7,0.51,21.0,33.0,0.075,0.524,0.488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.287,0.427,0.169,0.826
0.779,0.951|0.145,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.7,0.7,0.51,21.0,33.0,0.075,0.616,0.587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.569,0.687,0.489,0.511
0.782,0.945|0.445,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.686,0.7,0.51,21.0,32.0,0.075,0.608,0.487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.905,0.611,0.399,0.536
0.783,0.882|0.362,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.686,0.7,0.51,21.0,32.0,0.075,0.626,0.554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.576,0.742,0.21,0.766
0.785,0.792|0.542,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.686,0.7,0.51,21.0,32.0,0.075,0.576,0.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.534,0.8,0.487,0.675
0.787,-0.921|-0.367,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.686,0.7,0.51,21.0,32.0,0.075,0.445,0.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.134,0.519,0.525,0.5
0.79,-0.945|-0.368,0.0,0.514,0.743,0.212,0.839,0.626,1,0.0,0.686,0.7,0.51,21.0,32.0,0.075,0.452,0.484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.098,0.484,0.414,0.6
0.435,0.795|0.952,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.614,0.629,0.7,19.0,27.0,0.042,0.388,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.529,0.811,0.832,0.5
0.438,0.246|0.193,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.614,0.629,0.7,19.0,27.0,0.042,0.683,0.574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.395,0.66,0.481,0.503
0.441,0.924|0.532,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.614,0.614,0.67,19.0,28.0,0.021,0.604,0.606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.564,0.682,0.16,0.747
0.443,0.963|0.426,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.614,0.614,0.67,19.0,28.0,0.021,0.64,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.669,0.61,0.164,0.692
0.467,0.872|0.361,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.643,0.643,0.64,19.0,29.0,0.041,0.376,0.457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.628,0.605,0.237,0.512
0.468,-0.791|-0.315,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.657,0.657,0.64,19.0,29.0,0.045,0.454,0.488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.149,0.455,0.272,0.519
0.471,0.862|0.543,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.643,0.643,0.63,19.0,29.0,0.041,0.533,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.546,0.806,0.178,0.503
0.479,0.213|-0.162,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.643,0.643,0.63,19.0,30.0,0.041,0.608,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.386,0.567,0.401,0.507
0.481,0.843|0.615,0.0,0.486,0.7,0.215,0.839,0.624,1,0.0,0.643,0.657,0.63,22.0,30.0,0.041,0.674,0.583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.544,0.701,0.399,0.504
0.704,0.128|0.891,0.0,0.486,0.7,0.215,0.839,0.624,0,0.0,0.657,0.657,0.6,20.0,34.0,0.11,0.489,0.465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.532,0.724,0.84,0.5
0.628,0.5|0.72,0.0,0.514,0.657,0.217,0.838,0.622,1,0.2,0.643,0.657,0.6,22.0,29.0,0.062,0.618,0.588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.772,0.68,0.58,0.5
0.638,0.27|0.375,0.0,0.514,0.657,0.217,0.838,0.622,1,0.01,0.657,0.657,0.62,22.0,29.0,0.064,0.65,0.612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.485,0.674,0.254,0.736
0.646,0.495|0.445,0.0,0.514,0.657,0.217,0.838,0.622,1,0.2,0.657,0.657,0.6,22.0,29.0,0.062,0.626,0.613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47,0.712,0.601,0.604
0.671,0.6|0.62,0.0,0.514,0.657,0.217,0.838,0.622,1,0.2,0.643,0.643,0.6,22.0,29.0,0.062,0.612,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.66,0.655,0.475,0.517
0.678,0.275|0.675,0.0,0.514,0.657,0.217,0.838,0.622,1,0.01,0.657,0.657,0.6,23.0,29.0,0.006,0.682,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.538,0.674,0.5,0.5
0.686,0.35|-0.265,0.0,0.514,0.657,0.217,0.838,0.622,1,0.01,0.686,0.686,0.54,23.0,29.0,0.064,0.596,0.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.587,0.434,0.638,0.505
0.695,0.185|0.38,0.0,0.514,0.657,0.217,0.838,0.622,1,0.2,0.643,0.643,0.6,22.0,29.0,0.069,0.52,0.497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.453,0.69,0.572,0.5
0.709,-0.595|-0.3,0.0,0.514,0.657,0.217,0.838,0.622,1,0.2,0.643,0.643,0.6,22.0,29.0,0.069,0.592,0.554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.351,0.425,0.526,0.5
0.715,0.25|0.585,0.0,0.514,0.657,0.217,0.838,0.622,1,0.2,0.643,0.643,0.6,22.0,29.0,0.069,0.552,0.478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.693,0.646,0.491,0.507
0.969,0.5|0.49,0.0,0.514,0.657,0.217,0.838,0.622,1,0.5,0.557,0.557,0.87,16.0,19.0,0.026,0.584,0.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.455,0.631,0.612,0.53
0.976,0.35|0.225,0.0,0.514,0.657,0.217,0.838,0.622,1,0.5,0.543,0.543,0.88,16.0,19.0,0.026,0.489,0.465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.581,0.558,0.58,0.5
0.978,0.795|0.255,0.0,0.514,0.657,0.217,0.838,0.622,1,0.5,0.543,0.543,0.88,16.0,19.0,0.026,0.618,0.588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.79,0.564,0.778,0.508
0.984,0.215|0.63,0.0,0.514,0.657,0.217,0.838,0.622,1,0.5,0.543,0.543,0.88,16.0,19.0,0.026,0.58,0.559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.678,0.67,0.303,0.732
0.989,0.745|-0.39,0.0,0.514,0.657,0.217,0.838,0.622,1,0.6,0.543,0.543,0.89,15.0,19.0,0.024,0.558,0.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.649,0.412,0.16,0.84
0.999,0.77|-0.345,0.0,0.514,0.657,0.217,0.838,0.622,1,0.6,0.543,0.543,0.89,15.0,19.0,0.024,0.676,0.647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.532,0.554,0.411,0.71
0.009,-0.765|-0.33,0.0,0.514,0.657,0.217,0.838,0.622,0,0.2,0.543,0.557,0.92,18.0,19.0,0.027,0.52,0.498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.193,0.558,0.487,0.51
0.037,0.29|0.245,0.0,0.514,0.657,0.217,0.838,0.622,0,0.2,0.543,0.557,0.92,18.0,19.0,0.027,0.602,0.557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.404,0.707,0.838,0.5
0.512,1.0|1.0,0.02,0.543,0.686,0.22,0.837,0.617,0,0.75,0.6,0.6,0.62,20.0,25.0,0.113,0.636,0.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.909,0.754,0.163,0.836
0.521,0.515|0.51,0.02,0.543,0.686,0.22,0.837,0.617,0,0.273,0.613,0.618,0.733,,,0.044,0.578,0.536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.684,0.631,0.54,0.511
0.526,-1.0|-0.395,0.02,0.543,0.686,0.22,0.837,0.617,0,0.75,0.614,0.614,0.63,20.0,25.0,0.089,0.568,0.496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.304,0.405,0.707,0.521
0.53,-1.0|-0.245,0.02,0.543,0.686,0.22,0.837,0.617,0,0.75,0.614,0.614,0.63,20.0,25.0,0.089,0.556,0.532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.131,0.513,0.376,0.51
0.535,0.885|-0.315,0.02,0.543,0.686,0.22,0.837,0.617,0,0.4,0.629,0.629,0.62,20.0,27.0,0.125,0.548,0.552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.671,0.452,0.231,0.557
0.574,-0.98|-0.295,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.54,19.0,28.0,0.137,0.602,0.521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.143,0.504,0.509,0.51
0.585,1.0|1.0,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.54,19.0,28.0,0.173,0.594,0.582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.858,0.759,0.163,0.501
0.592,1.0|0.955,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.54,19.0,28.0,0.173,0.626,0.554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.757,0.739,0.539,0.508
0.608,-1.0|-0.335,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.52,20.0,28.0,0.095,0.445,0.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.087,0.514,0.776,0.5
0.613,0.89|0.48,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.52,20.0,28.0,0.095,0.574,0.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.603,0.622,0.597,0.568
0.639,-0.245|0.24,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.42,5.81,,0.044,0.659,0.567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.27,0.655,0.16,0.537
0.644,0.295|-0.55,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.42,5.81,,0.044,0.652,0.592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.406,0.503,0.433,0.538
0.648,-0.95|-0.34,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.43,6.71,,0.044,0.458,0.498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.093,0.47,0.162,0.56
0.653,-0.995|-0.325,0.02,0.543,0.686,0.22,0.837,0.617,0,0.2,0.643,0.643,0.42,6.71,,0.044,0.376,0.457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.082,0.423,0.183,0.636
